Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,ID Type,Listed Country,Sector,Industry,Units Held,% Ownership,Address,Value (AUD),Weighting
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,GBP,,,,,,,,,47380724.0,0.0006
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,HKD,,,,,,,,,3634244.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,HUF,,,,,,,,,1.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,IDR,,,,,,,,,827086.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,ILS,,,,,,,,,8504.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,INR,,,,,,,,,229162.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,JPY,,,,,,,,,39527929.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,KRW,,,,,,,,,45553.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,MXN,,,,,,,,,66212.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,MYR,,,,,,,,,3.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,NOK,,,,,,,,,18815.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,NZD,,,,,,,,,219582.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,PHP,,,,,,,,,2.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,PLN,,,,,,,,,13348.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,SEK,,,,,,,,,202765.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,SGD,,,,,,,,,2333800.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,TRY,,,,,,,,,118.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,TWD,,,,,,,,,1200558.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,USD,,,,,,,,,1512849775.0,0.0185
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,VND,,,,,,,,,106157.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Citigroup Inc,ZAR,,,,,,,,,82666.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Commonwealth Bank,AUD,,,,,,,,,61656130.0,0.0008
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,DBS Bank,AUD,,,,,,,,,96543495.0,0.0012
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Goldman Sachs & Co,AUD,,,,,,,,,1540966.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,HSBC,AUD,,,,,,,,,97592.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,JP Morgan Chase,EUR,,,,,,,,,-1.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,JP Morgan Chase,USD,,,,,,,,,3354384.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,AUD,,,,,,,,,17823371.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,CAD,,,,,,,,,53061.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,CHF,,,,,,,,,-54.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,EUR,,,,,,,,,75461.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,GBP,,,,,,,,,-8021.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,HKD,,,,,,,,,-1910.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,JPY,,,,,,,,,35944.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,SGD,,,,,,,,,9.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Macquarie Bank,USD,,,,,,,,,436173.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Metway Bank,AUD,,,,,,,,,203767584.0,0.0025
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Mizuho Financial Group Inc,AUD,,,,,,,,,14013735.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Morgan Stanley & Co,AUD,,,,,,,,,10843112.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Morgan Stanley & Co,USD,,,,,,,,,401396.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,NAB,AUD,,,,,,,,,41144289.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,National Australia Bank Ltd,AUD,,,,,,,,,103791304.0,0.0013
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,NBN Co,AUD,,,,,,,,,294440979.0,0.0036
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,OCBC,AUD,,,,,,,,,179957739.0,0.0022
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,RANE,AUD,,,,,,,,,175704599.0,0.0021
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Royal Bank of Canada,AUD,,,,,,,,,417325732.0,0.0051
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Standard Chartered,AUD,,,,,,,,,8497315.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,State Street,AUD,,,,,,,,,11378949.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,STCB,AUD,,,,,,,,,69115650.0,0.0008
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Sumit,AUD,,,,,,,,,69939786.0,0.0009
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Sumitomo Mitsui Financial Grou,AUD,,,,,,,,,26516487.0,0.0003
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,United Overseas Bank Limited,AUD,,,,,,,,,363730598.0,0.0044
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Unity Bank,AUD,,,,,,,,,14520905.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Westpac Banking Corp,AUD,,,,,,,,,103771104.0,0.0013
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Westpac Banking Corporation,AUD,,,,,,,,,13871129.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Cash,1,Sub Total,,,,,,,,,,5584575145.0,0.0683
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Apollo Global Management,,,,,,,,,,941378288.0,0.0115
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Barings Australia Pty Ltd,,,,,,,,,,1420734037.0,0.0174
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,BlackRock,,,,,,,,,,465651978.0,0.0056999999999999
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Citigroup Transtition Team,,,,,,,,,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Cross Ocean Partners,,,,,,,,,,646781231.0,0.0079
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,IFM Investors Pty Ltd ,,,,,,,,,,1051577866.0,0.0129
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,"Loomis, Sayles & Company",,,,,,,,,,337100911.0,0.0040999999999999
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,PIMCO Australia,,,,,,,,,,751066495.0,0.0092
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Redding Ridge Holdings,,,,,,,,,,639272637.0,0.0078
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Fixed Income,1,Sub Total,,,,,,,,,,6253563444.0,0.0765
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,3I GROUP PLC ORD,,B1YW440,SEDOL,,,,"596,231",,,42983246.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,3M CO COM,,2595708,SEDOL,,,,"5,430",,,1132142.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,3PEAK INC-A,,CNE1000042T2,ISIN,,Technology,Semiconductor Equipment & Materials,"16,607",,,337952.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,A P MOLLER - MAERSK A/S-CL A 'A'DKK1000,,4253059,SEDOL,,,,34,,,88815.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,A2 MILK CO LTD ATM,,BWSRTS7,SEDOL,,,,"8,555,117",,,49448576.0,0.0006
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AAC TECHNOLOGIES HOLDINGS IN,,B85LKS1,SEDOL,,,,"2,327,410",,,18146864.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AAK AB,,BF2FPV3,SEDOL,,,,"197,776",,,9123963.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABACUS GROUP,,BQV4PB8,SEDOL,,,,"501,635",,,551798.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABACUS STORAGE KING,,BQYLGZ7,SEDOL,,,,"282,709",,,318048.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABB LTD-ZUERICH,,7108899,SEDOL,,,,"16,690",,,1459621.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABBOTT LABORATORIES COM NPV,,2002305,SEDOL,,,,"17,665",,,3227113.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABBVIE INC,,B92SR70,SEDOL,,,,"17,474",,,5015169.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABIOMED INC - CVR,,BQBG6P5,SEDOL,,,,170,,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABN AMRO GROUP NV-CVA/W/I ABN,,BYQP136,SEDOL,,,,"5,544",,,138070.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABSA GROUP LTD,,BFX05H3,SEDOL,,,,"1,021,230",,,16585796.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABS-CBN BROADCASTING-DEP SHS PDR EACH RE,,6177533,SEDOL,,,,"3,204,854",,,340048.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ABU DHABI COMMERCIAL BANK ADCB,,6545464,SEDOL,,,,"4,204,715",,,19265535.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACCENT GROUP LTD,,BD20RS5,SEDOL,,,,"4,238,286",,,9917590.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACCENTURE PLC-CL A,,B4BNMY3,SEDOL,,,,"6,354",,,3610029.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACCIONA S.A. SHS,,5579107,SEDOL,,,,276,,,50182.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACCOR S A,,5852842,SEDOL,,,,"45,966",,,3616241.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACCTON TECH CORP SHS,,6005214,SEDOL,,,,"950,449",,,36194360.0,0.0004
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ACS ACTIVIDADES CONS Y SERV ORD,,B01FLQ6,SEDOL,,,,"2,239",,,181365.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADAIRS LTD ADH,,BYYT7Q5,SEDOL,,,,"352,746",,,952415.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADDTECH AB-B SHARES,,BLN8T44,SEDOL,,,,"-2,454",,,-108034.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADIDAS AG NPV,,4031976,SEDOL,,,,"1,301",,,515212.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADMIRAL GROUP PLC ORD GBP0.001,,B02J639,SEDOL,,,,"1,399",,,74841.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADOBE INC,,2008154,SEDOL,,,,"52,061",,,37390478.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADP EUR3,,B164FY1,SEDOL,,,,448,,,83599.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADRIATIC METALS PLC-CDI,,BD215T5,SEDOL,,,,819,,,3195.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADVANCED DRAINAGE SYSTEMS IN WMS,,BP7RS59,SEDOL,,,,"113,246",,,21143970.0,0.0003
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADVANCED INFO SERVICE-FOR RG,,6412591,SEDOL,,,,"393,731",,,5353009.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADVANCED MICRO DEVICES COM,,2007849,SEDOL,,,,"244,311",,,47662668.0,0.0006
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADVANCED MICRO-FABRICATION-A,,BK71F66,SEDOL,,,,"30,251",,,1258908.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADVANTEST CORP ORD,,6870490,SEDOL,,,,"7,385",,,698108.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ADYEN NV ADYEN,,BZ1HM42,SEDOL,,,,"41,069",,,98702087.0,0.0012
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AEGON LTD,,BPH0Y27,SEDOL,,,,"40,976",,,391995.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AENA SME SA,,BVRZ8L1,SEDOL,,,,900,,,297077.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AEON CO LTD,,6480048,SEDOL,,,,"7,490",,,284414.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AERCAP HOLDINGS NV EUR0.01,,B1HHKD3,SEDOL,,,,"2,149",,,332198.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AEROFLOT-RUSSIAN AIRLINES RUB1(USD),,B58X588,SEDOL,,,,"581,479",,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AES CORP COM,,2002479,SEDOL,,,,"8,882",,,184625.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AET AND D HOLDINGS,,583032S,BB Ticker,,,,"44,613",,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AFK SISTEMA-REG S SPONS GDR,,B05N809,SEDOL,,,,"54,705",,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AFLAC INC,,2026361,SEDOL,,,,"5,818",,,971961.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AGC INC,,6055208,SEDOL,,,,"2,925",,,139049.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AGEAS,,B86S2N0,SEDOL,,,,5,,,375.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AGILENT TECHNOLOGIES I COM,,2520153,SEDOL,,,,"3,003",,,651587.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AGL ENERGY LTD,,BSS7GP5,SEDOL,,,,"3,631,537",,,41000051.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AGNICO EAGLE MINES LTD,,2009823,SEDOL,,,,"6,245",,,788769.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIA GROUP LTD USD1.00,,B4TX8S1,SEDOL,,,,"3,655,086",,,42786165.0,0.0005
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIB GROUP PLC,,BF0L353,SEDOL,,,,"347,894",,,3101192.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AICHI FINANCIAL GROUP INC,,BP29PF9,SEDOL,,,,"237,639",,,6137214.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AINSWORTH GAME TECHNOLOGY LT NPV,,6427829,SEDOL,,,,"2,315,594",,,2002989.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIR CANADA AC,,BSDHYK1,SEDOL,,,,"1,266",,,31655.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIR LIQUIDE SA,,B1YXBJ7,SEDOL,,,,"5,127",,,1345523.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIR NEW ZEALAND LTD NPV,,6426569,SEDOL,,,,"9,714,672",,,5294496.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIR PRODS & CHEMS INC COM,,2011602,SEDOL,,,,"2,068",,,968840.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AIRBNB INC,,BMGYYH4,SEDOL,,,,"4,351",,,923457.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AISIN CORP,,6010702,SEDOL,,,,"2,568",,,46904.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AITKEN SPENCE PLC SPEN,,6009391,SEDOL,,,,"10,164,901",,,8124779.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AJINOMOTO INC COM,,6010906,SEDOL,,,,"3,815",,,252938.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AK TRANSNEFT PJSC,,B59NHY7,SEDOL,,,,"12,985",,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AKAMAI TECHNOLOGIES COM STK USD0.01,,2507457,SEDOL,,,,"1,283",,,198231.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AKER BP ASA,,B1L95G3,SEDOL,,,,"2,149",,,67756.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,AKZO NOBEL,,BJ2KSG2,SEDOL,,,,"1,659",,,160804.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALBEMARLE CORP,,2046853,SEDOL,,,,"1,142",,,158784.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALBERTSONS COS INC - CLASS A,,BYNQ369,SEDOL,,,,"4,314",,,136840.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALCOA CORP,,BYNF418,SEDOL,,Basic Materials,Aluminum,"165,327",,,10088128.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALCOA CORP-CDI,,BSY2LN7,SEDOL,,Basic Materials,Aluminum,"3,987,177",,,236519314.0,0.0029
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALCON INC,,BJT1GR5,SEDOL,,Healthcare,Medical Instruments & Supplies,"4,439",,,608348.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALDAR PROPERTIES PJSC ALDAR,,B0LX3Y2,SEDOL,,,,"4,796,954",,,16199573.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALEXANDRIA REAL ESTATE EQUIT COM STK USD,,2009210,SEDOL,,Real Estate,REIT - Office,"1,921",,,302694.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALFA LAVAL AB,,7332687,SEDOL,,Industrials,Specialty Industrial Machinery,"6,260",,,423299.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALIBABA GROUP HOLDING LTD,,BK6YZP5,SEDOL,,Consumer Cyclical,Internet Retail,"2,121,228",,,36342255.0,0.0004
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALIBABA GROUP HOLDING-SP ADR,,BP41ZD1,SEDOL,,Consumer Cyclical,Internet Retail,"168,298",,,23047639.0,0.0003
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALIGN TECHNOLOGY INC COM USD0.0001,,2679204,SEDOL,,Healthcare,Medical Instruments & Supplies,"57,799",,,19465029.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALIMENTATION COUCHE-TARD INC,,BL56KN2,SEDOL,,Consumer Cyclical,Specialty Retail,"9,599",,,859355.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLEGION PLC CIM USD0.01 'WI',,BFRT3W7,SEDOL,,Industrials,Security & Protection Services,"62,497",,,13190892.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLFUNDS GROUP PLC,,BNTJ354,SEDOL,,Financial Services,Asset Management,"3,949,863",,,33294062.0,0.0004
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLIANT ENERGY CORP COM,,2973821,SEDOL,,Utilities,Utilities - Regulated Electric,"2,126",,,203046.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLIANZ SE-REG,,5231485,SEDOL,,Financial Services,Insurance - Diversified,"3,698",,,1830112.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLSTATE CORP COM,,2019952,SEDOL,,Financial Services,Insurance - Property & Casualty,"2,650",,,825077.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALLY FINANCIAL INC ALLY,,B72XK05,SEDOL,,Financial Services,Credit Services,"3,124",,,181665.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALNYLAM PHARMACEUTICALS INC COM USD0.01,,B00FWN1,SEDOL,,Healthcare,Biotechnology,"1,148",,,436283.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALPHA HPA LTD,,BH0K666,SEDOL,,Basic Materials,Aluminum,"6,073,519",,,5405432.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALPHA METALLURGICAL RESOURCE,,BMFND53,SEDOL,,Basic Materials,Coking Coal,"15,419",,,4983739.0,0.0001
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALPHABET INC-CL A,,BYVY8G0,SEDOL,,Communication Services,Internet Content & Information,"572,228",,,174953955.0,0.0021
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALPHABET INC-CL C,,BYY88Y7,SEDOL,,Communication Services,Internet Content & Information,"203,082",,,62464560.0,0.0008
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALS LTD,,B86SZR5,SEDOL,,Industrials,Consulting Services,"7,591,811",,,114484514.0,0.0014
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALSTOM,,B0DJ8Q5,SEDOL,,Industrials,Railroads,"4,692",,,169191.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALSTOM SA-SCRIP,,BMY8SG5,SEDOL,,,,2,,,0.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALTAGAS LTD COM NPV,,B43WJC5,SEDOL,,Energy,Oil & Gas Midstream,747,,,28095.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALTIUS MINERALS CORPORATION COM NPV,,2122355,SEDOL,,Basic Materials,Other Industrial Metals & Mining,"463,117",,,13844713.0,0.0002
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALTRIA GROUP INC,,2692632,SEDOL,,Consumer Defensive,Tobacco,"17,102",,,1444378.0,0.0
2024-12-31,Hostplus Superannuation Fund,HC Balanced - Class A Option,Listed Equity,1,ALUMINUM CORP OF CHINA LTD,,BP3R4D3,SEDOL,,Basic Materials,Aluminum,"1,151,043",,,1861223.0,0.0
